 nom,prenom,code,Classe,M1,M2,M3,M4,S1,S2,S3,S4
B,Etienne,944,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,945,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,946,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,947,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,948,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,949,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,950,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,951,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,952,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,953,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,954,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,955,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,956,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,957,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,958,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,959,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,960,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,961,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,962,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,963,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,964,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,965,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,966,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,967,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,968,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,969,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,970,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,971,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,972,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,973,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,974,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,975,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,976,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,977,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,978,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,979,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,980,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,981,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,982,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,983,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,984,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,985,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,986,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,987,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,988,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,989,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,990,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,991,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,992,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,993,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,994,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,995,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,996,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,997,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,998,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,999,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1000,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1001,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1002,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1003,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1004,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1005,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1006,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1007,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1008,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1009,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1010,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1011,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1012,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1013,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1014,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1015,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1016,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1017,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1018,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1019,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1020,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1021,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1022,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1023,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1024,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1025,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1026,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1027,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1028,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1029,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1030,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1031,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1032,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1033,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1034,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1035,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1036,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1037,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1038,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1039,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1040,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1041,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1042,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1043,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1044,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1045,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1046,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1047,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1048,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1049,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1050,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1051,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1052,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1053,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1054,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1055,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1056,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1057,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1058,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1059,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1060,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1061,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1062,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1063,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1064,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1065,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1066,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1067,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1068,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1069,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1070,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1071,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1072,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1073,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1074,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1075,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1076,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1077,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1078,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1079,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1080,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1081,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1082,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1083,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1084,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1085,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1086,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1087,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1088,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1089,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1090,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1091,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1092,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1093,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1094,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1095,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1096,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1097,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1098,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1099,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1100,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1101,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1102,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1103,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1104,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1105,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1106,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1107,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1108,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1109,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1110,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1111,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1112,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1113,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1114,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1115,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1116,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1117,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1118,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1119,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1120,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1121,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1122,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1123,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
B,Etienne,1124,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
A,Etienne,1125,3eme4,S212  M.Polozec,S212  M.Polozec,,S212  M.Polozec,,S212  M.Polozec,S212  M.Polozec,S212  M.Polozec
